title,author,avg_rating,num_rating
Robinson Crusoe,Daniel Defoe,3.68,327030
"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",Ransom Riggs,3.92,1343031
"Obsidian (Lux, #1)",Jennifer L. Armentrout,4.13,294221
"Stargirl (Stargirl, #1)",Jerry Spinelli,3.77,334892
The Remains of the Day,Kazuo Ishiguro,4.14,348783
The Invisible Life of Addie LaRue,V.E. Schwab,4.17,1424958
Room,Emma Donoghue,4.08,828336
The Amazing Adventures of Kavalier & Clay,Michael Chabon,4.18,210712
Coraline,Neil Gaiman,4.13,766148
"The Amber Spyglass (His Dark Materials, #3)",Philip Pullman,4.11,378326
"City of Heavenly Fire (The Mortal Instruments, #6)",Cassandra Clare,4.38,411032
The Plague,Albert Camus,4.02,304549
Doctor Zhivago,Boris Pasternak,4.01,101694
زندگی مه آلود پریا,سید مرتضی مصطفوی,3.34,1031
"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",Robert M. Pirsig,3.78,242669
Dear John,Nicholas Sparks,4.04,615408
The Firm,John Grisham,4.06,636164
The English Patient,Michael Ondaatje,3.86,138007
Midnight’s Children,Salman Rushdie,3.98,131366
"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,4.36,1644118
Hidden Pictures,Jason Rekulak,4.15,527823
The Last Song,Nicholas Sparks,4.16,569428
Like Water for Chocolate,Laura Esquivel,3.95,389507
All the Bright Places,Jennifer Niven,4.11,619514
"Crescendo (Hush, Hush, #2)",Becca Fitzpatrick,3.98,335628
"Dragonfly in Amber (Outlander, #2)",Diana Gabaldon,4.34,380332
Midnight in the Garden of Good and Evil,John Berendt,3.92,291146
"The One (The Selection, #3)",Kiera Cass,4.14,764096
A Streetcar Named Desire,Tennessee Williams,3.98,330579
"Queen of Shadows (Throne of Glass, #4)",Sarah J. Maas,4.62,1306022
My Ántonia,Willa Cather,3.84,145692
The Virgin Suicides,Jeffrey Eugenides,3.78,401022
The Nightingale,Kristin Hannah,4.64,1958046
Breakfast at Tiffany’s and Three Stories,Truman Capote,3.83,288419
"The Subtle Knife (His Dark Materials, #2)",Philip Pullman,4.15,455059
The Prince,Niccolò Machiavelli,3.84,374981
Breakfast of Champions,Kurt Vonnegut Jr.,4.06,276554
The Origin of Species,Charles Darwin,4.01,120720
A Fine Balance,Rohinton Mistry,4.38,157846
"Red, White & Royal Blue",Casey McQuiston,4.05,1191472
"The Hate U Give (The Hate U Give, #1)",Angie Thomas,4.45,993701
"Hopeless (Hopeless, #1)",Colleen Hoover,4.22,667983
Persuasion,Jane Austen,4.15,759120
"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",Laini Taylor,3.99,382870
A Feast for Crows,George R.R. Martin,4.17,781284
"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,4.39,993884
"Flowers in the Attic (Dollanganger, #1)",V.C. Andrews,3.85,233931
Infinite Jest,David Foster Wallace,4.25,99494
We Were Liars,E. Lockhart,3.65,1343074
"Pippi Longstocking (Pippi Långstrump, #1)",Astrid Lindgren,4.15,207639
Carrie,Stephen        King,3.99,821798
Death of a Salesman,Arthur Miller,3.59,255065
"The Host (The Host, #1)",Stephenie Meyer,3.86,1042753
"The Inheritance Games (The Inheritance Games, #1)",Jennifer Lynn Barnes,4.13,1024753
Local Woman Missing,Mary Kubica,4.12,707328
"Evermore (The Immortals, #1)",Alyson Noel,3.59,297616
The Scarlet Pimpernel,Emmuska Orczy,4.07,140556
"I Know Why the Caged Bird Sings (Maya Angelou's Autobiography, #1)",Maya Angelou,4.3,572747
"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Erik Larson,4.0,745419
Jonathan Strange & Mr Norrell,Susanna Clarke,3.87,251437
"The Raven Boys (The Raven Cycle, #1)",Maggie Stiefvater,4.05,397286
"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,3.86,559694
Snow Flower and the Secret Fan,Lisa See,4.09,384048
"Faust, First Part",Johann Wolfgang von Goethe,3.83,84657
Northanger Abbey,Jane Austen,3.85,443289
Sharp Objects,Gillian Flynn,4.01,1192474
"Matched (Matched, #1)",Ally Condie,3.62,811248
"The Angel Experiment (Maximum Ride, #1)",James  Patterson,4.07,232419
"Anna and the French Kiss (Anna and the French Kiss, #1)",Stephanie Perkins,3.96,463532
Night,Elie Wiesel,4.38,1342302
High Fidelity,Nick Hornby,3.9,212943
"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,4.46,2550405
To the Lighthouse,Virginia Woolf,3.81,209595
"The Tales of Beedle the Bard (Hogwarts Library, #3)",J.K. Rowling,4.03,508706
Waiting for Godot,Samuel Beckett,3.84,218538
The Haunting of Hill House,Shirley Jackson,3.81,371245
"Sheever's Journal, Diary of a Poison Master",K.  Ritz,4.3,27829
The Shipping News,Annie Proulx,3.88,151361
"The Chosen (Reuven Malther, #1)",Chaim Potok,4.07,96582
"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",C.S. Lewis,4.09,500563
Emma,Jane Austen,4.05,959223
The Goldfinch,Donna Tartt,3.96,1019725
Nineteen Minutes,Jodi Picoult,4.17,412961
"Neuromancer (Sprawl, #1)",William Gibson,3.89,357254
Shantaram,Gregory David Roberts,4.28,235159
Pet Sematary,Stephen        King,4.08,676862
"I, Robot (Robot, #0.1)",Isaac Asimov,4.21,372577
Houdini Heart,Ki Longfellow,3.84,5457
A Christmas Carol,Charles Dickens,4.09,901441
The Reader,Bernhard Schlink,3.79,227930
Redeeming Love,Francine  Rivers,4.51,363084
"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,4.34,729222
"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,4.58,1014963
"The Lost Symbol (Robert Langdon, #3)",Dan    Brown,3.76,644074
The Age of Innocence,Edith Wharton,3.97,191787
Dubliners,James Joyce,3.84,171739
"Angels & Demons (Robert Langdon, #1)",Dan    Brown,3.95,3358209
The Waste Land,T.S. Eliot,4.11,58212
The Republic,Plato,3.97,221829
"The Wicked King (The Folk of the Air, #2)",Holly Black,4.27,1027144
"The Bad Beginning (A Series of Unfortunate Events, #1)",Lemony Snicket,4.02,562434
"The Queen of Nothing (The Folk of the Air, #3)",Holly Black,4.34,926109
The Silent Patient,Alex Michaelides,4.17,3071325
"City of Glass (The Mortal Instruments, #3)",Cassandra Clare,4.27,1006939
The Twilight Collection,Stephenie Meyer,3.82,47213
"Voyager (Outlander, #3)",Diana Gabaldon,4.39,327046
The Jungle,Upton Sinclair,3.78,153021
Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells,3.86,566689
"Betrayed (House of Night, #2)",P.C. Cast,3.92,278452
Me Talk Pretty One Day,David Sedaris,4.01,715879
"Lover Awakened (Black Dagger Brotherhood, #3)",J.R. Ward,4.43,188004
The Pearl,John Steinbeck,3.56,264558
"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,4.5,1095997
Snow Falling on Cedars,David Guterson,3.86,193033
"The Last Battle (Chronicles of Narnia, #7)",C.S. Lewis,4.01,300233
"I, Claudius (Claudius, #1)",Robert Graves,4.24,72162
"Untamed (House of Night, #4)",P.C. Cast,3.94,243808
"The Exorcist (The Exorcist, #1)",William Peter Blatty,4.21,261889
Sense and Sensibility,Jane Austen,4.09,1275299
"The Elite (The Selection, #2)",Kiera Cass,3.94,857034
"The 5th Wave (The 5th Wave, #1)",Rick Yancey,4.0,476320
Everything is Illuminated,Jonathan Safran Foer,3.89,183171
A Room with a View,E.M. Forster,3.89,198962
World War Z: An Oral History of the Zombie War,Max Brooks,4.02,559718
"Unravel Me (Shatter Me, #2)",Tahereh Mafi,4.11,729938
The War of the Worlds,H.G. Wells,3.83,343463
"Words of Radiance (The Stormlight Archive, #2)",Brandon Sanderson,4.76,463730
Those Empty Eyes,Charlie Donlea,4.16,81825
"A Discovery of Witches (All Souls, #1)",Deborah Harkness,4.02,546357
Bleak House,Charles Dickens,4.02,112870
Macbeth,William Shakespeare,3.89,999752
"Chosen (House of Night, #3)",P.C. Cast,3.91,253306
The Complete Poems of Emily Dickinson,Emily Dickinson,4.28,106055
"A ​Court of Silver Flames (A Court of Thorns and Roses, #4)",Sarah J. Maas,4.45,1951071
"Unwind (Unwind, #1)",Neal Shusterman,4.17,246041
"Shadow and Bone (Shadow and Bone, #1)",Leigh Bardugo,3.92,1077445
انتحار فاشل,أحمد جمال الدين رمضان,4.54,3304
North and South,Elizabeth Gaskell,4.15,180719
The Woman in White,Wilkie Collins,4.01,163628
Brideshead Revisited,Evelyn Waugh,4.0,124657
Ugly Love,Colleen Hoover,4.0,2241214
The God Delusion,Richard Dawkins,3.9,280524
العصبي,أحمد جمال الدين رمضان,4.59,2882
Of Human Bondage,W. Somerset Maugham,4.15,60763
"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,4.3,331413
"The Iron King (The Iron Fey, #1)",Julie Kagawa,3.87,217875
"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,4.18,332218
The Left Hand of Darkness,Ursula K. Le Guin,4.1,212906
What Lies in the Woods,Kate Alice Marshall,3.94,189613
"Empire of Storms (Throne of Glass, #5)",Sarah J. Maas,4.63,1138358
"Bloodlines (Bloodlines, #1)",Richelle Mead,4.2,190407
Snow Crash,Neal Stephenson,4.01,294788
"The Witching Hour (Lives of the Mayfair Witches, #1)",Anne Rice,4.1,123145
Vanity Fair,William Makepeace Thackeray,3.81,132368
"Call Me By Your Name (Call Me By Your Name, #1)",André Aciman,4.1,580533
"Wizard's First Rule (Sword of Truth, #1)",Terry Goodkind,4.12,252550
Far From the Madding Crowd,Thomas Hardy,3.97,163941
Johnny Got His Gun,Dalton Trumbo,4.21,47788
Much Ado About Nothing,William Shakespeare,4.06,255900
"Cannery Row (Cannery Row, #1)",John Steinbeck,4.06,151025
"Little House on the Prairie (Little House, #3)",Laura Ingalls Wilder,4.21,300056
A Monster Calls,Patrick Ness,4.35,285895
Daisy Jones & The Six,Taylor Jenkins Reid,4.2,1798825
"Hyperion (Hyperion Cantos, #1)",Dan Simmons,4.27,289828
The Love Hypothesis,Ali Hazelwood,4.11,1768021
A Man Called Ove,Fredrik Backman,4.38,1178913
"Anne of Avonlea (Anne of Green Gables, #2)",L.M. Montgomery,4.23,220895
"Heartstopper: Volume One (Heartstopper, #1)",Alice Oseman,4.43,861838
"They Both Die at the End (They Both Die at the End, #1)",Adam Silvera,3.75,848937
"Bared to You (Crossfire, #1)",Sylvia Day,4.13,547461
"Cry, the Beloved Country",Alan Paton,3.93,78874
Are You My Mother?,P.D. Eastman,4.22,251019
"The Red Pyramid (The Kane Chronicles, #1)",Rick Riordan,4.1,421343
"Torment (Fallen, #2)",Lauren Kate,3.84,243824
"Cress (The Lunar Chronicles, #3)",Marissa Meyer,4.4,399001
The Polar Express,Chris Van Allsburg,4.32,246927
Verity,Colleen Hoover,4.3,3613195
"Caraval (Caraval, #1)",Stephanie Garber,3.97,818719
Cutting for Stone,Abraham   Verghese,4.33,420398
Sarah's Key,Tatiana de Rosnay,4.18,491550
"Little House in the Big Woods (Little House, #1)",Laura Ingalls Wilder,4.21,283032
"Perfect Chemistry (Perfect Chemistry, #1)",Simone Elkeles,4.04,262984
Into Thin Air: A Personal Account of the Mt. Everest Disaster,Jon Krakauer,4.26,555906
I'll Give You the Sun,Jandy Nelson,4.15,354970
"A Great and Terrible Beauty (Gemma Doyle, #1)",Libba Bray,3.8,225308
"The Darkest Minds (The Darkest Minds, #1)",Alexandra Bracken,4.15,204782
"The Horse and His Boy (Chronicles of Narnia, #5)",C.S. Lewis,3.91,384766
"Angelfall (Penryn & the End of Days, #1)",Susan Ee,4.1,197748
"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer,4.23,454928
Sapiens: A Brief History of Humankind,Yuval Noah Harari,4.34,1219238
"The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass (The Mortal Instruments, #1-3)",Cassandra Clare,4.55,68850
"Sabriel (Abhorsen, #1)",Garth Nix,4.16,216721
The Art of War,Sun Tzu,3.95,556593
Normal People,Sally Rooney,3.81,1792765
"Chocolat (Chocolat, #1)",Joanne Harris,3.96,130208
The Westing Game,Ellen Raskin,3.99,231674
"Better Than the Movies (Better Than the Movies, #1)",Lynn Painter,4.26,703157
The Summoning (Darkest Powers #1),Kelley Armstrong,4.03,175947
The Last Lecture,Randy Pausch,4.26,360581
No Country for Old Men,Cormac McCarthy,4.17,237435
"Silence (Hush, Hush, #3)",Becca Fitzpatrick,4.07,293774
"The Unbecoming of Mara Dyer (Mara Dyer, #1)",Michelle Hodkin,4.01,190104
Just Listen,Sarah Dessen,4.05,250077
"Swann’s Way (In Search of Lost Time, #1)",Marcel Proust,4.16,66904
"Halfway to the Grave (Night Huntress, #1)",Jeaniene Frost,4.13,163686
Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,Greg Mortenson,3.66,358320
"Powerless (The Powerless Trilogy, #1)",Lauren  Roberts,4.17,818911
"The Goose Girl (The Books of Bayern, #1)",Shannon Hale,4.14,147797
Twelfth Night,William Shakespeare,3.96,192225
"I Am Number Four (Lorien Legacies, #1)",Pittacus Lore,3.94,350393
Lady Chatterley’s Lover,D.H. Lawrence,3.5,135702
I Capture the Castle,Dodie Smith,3.99,113868
"Trainspotting (Mark Renton, #2)",Irvine Welsh,4.11,175898
The Truth About Forever,Sarah Dessen,4.12,225895
Nine Stories,J.D. Salinger,4.18,153528
"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,4.11,268313
"The Last Unicorn (The Last Unicorn, #1)",Peter S. Beagle,4.16,120428
"Ishmael (Ishmael, #1)",Daniel Quinn,4.01,103069
"Dead to the World (Sookie Stackhouse, #4)",Charlaine Harris,4.12,266123
"Red Rising (Red Rising Saga, #1)",Pierce Brown,4.27,689588
"The Bronze Horseman (The Bronze Horseman, #1)",Paullina Simons,4.29,93116
The Hours,Michael Cunningham,3.96,147495
The Glass Castle,Jeannette Walls,4.32,1336493
"You Are Special (Wemmicksville, #1)",Max Lucado,4.45,53520
Demian,Hermann Hesse,4.14,131519
Julius Caesar,William Shakespeare,3.71,216424
"Viciously Yours (Fae Kings of Eden, #1)",Jamie Applegate Hunter,3.6,41707
"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,4.01,352530
The Arabian Nights,Anonymous,4.03,80662
"Kingdom of Ash (Throne of Glass, #7)",Sarah J. Maas,4.71,997319
"Slammed (Slammed, #1)",Colleen Hoover,4.14,438806
Cyrano de Bergerac,Edmond Rostand,4.06,89835
"Drums of Autumn (Outlander, #4)",Diana Gabaldon,4.36,266042
"Acheron (Dark-Hunter, #14)",Sherrilyn Kenyon,4.56,61405
Pericles and Aspasia: A Story of Ancient Greece,Yvonne Korshak,4.29,15903
The Glass Menagerie,Tennessee Williams,3.74,141722
"World Without End (Kingsbridge, #2)",Ken Follett,4.32,271133
"Good Girl, Bad Blood (A Good Girl's Guide to Murder, #2)",Holly  Jackson,4.26,741615
The Holy Bible: King James Version,Anonymous,4.44,311280
Taming Flame,Therisa Peimer,4.28,16919
"The Knife of Never Letting Go (Chaos Walking, #1)",Patrick Ness,3.98,202872
"1Q84 (1Q84, #1-3)",Haruki Murakami,3.95,335080
Gray After Dark,Noelle W. Ihli,4.19,90135
"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",Jenny Han,4.04,1031742
No One Can Know,Kate Alice Marshall,3.65,76226
We Need to Talk About Kevin,Lionel Shriver,4.08,208548
"Hunted (House of Night, #5)",P.C. Cast,3.93,190019
"The Scorch Trials (The Maze Runner, #2)",James Dashner,3.89,631903
"A Dog's Purpose (A Dog's Purpose, #1)",W. Bruce Cameron,4.36,138881
"Captive in the Dark (The Dark Duet, #1)",C.J. Roberts,3.93,74786
"Carry On (Simon Snow, #1)",Rainbow Rowell,4.16,330956
"The Silver Chair (Chronicles of Narnia, #4)",C.S. Lewis,3.95,324813
The Club,Ellery Lloyd,3.28,123682
Interpreter of Maladies,Jhumpa Lahiri,4.18,204091
"Inheritance (The Inheritance Cycle, #4)",Christopher Paolini,4.16,305460
Ask for Andrea,Noelle W. Ihli,4.08,178128
The Merchant of Venice,William Shakespeare,3.78,200208
"The Secret (The Secret, #1)",Rhonda Byrne,3.74,523942
"P.S. I Love You (P.S. I Love You, #1)",Cecelia Ahern,4.03,394923
"The Bean Trees (Greer Family, #1)",Barbara Kingsolver,4.01,171072
"Inferno (Robert Langdon, #4)",Dan    Brown,3.9,584279
"Wicked Lovely (Wicked Lovely, #1)",Melissa Marr,3.7,166017
Before I Fall,Lauren Oliver,3.88,344946
The Bluest Eye,Toni Morrison,4.13,291775
Head Like a Hole,Andrew Van Wey,3.85,5795
"Prince Caspian (Chronicles of Narnia, #2)",C.S. Lewis,3.98,476075
A Brief History of Time,Stephen Hawking,4.21,470601
"Think Twice (Myron Bolitar, #12)",Harlan Coben,4.24,45874
"The Queen of the Damned (The Vampire Chronicles, #3)",Anne Rice,3.92,160163
"Guards! Guards! (Discworld, #8; City Watch, #1)",Terry Pratchett,4.34,231069
"The Blood of Olympus (The Heroes of Olympus, #5)",Rick Riordan,4.43,382113
Gravity’s Rainbow,Thomas Pynchon,4.01,47270
All the King's Men,Robert Penn Warren,4.09,66052
Educated,Tara Westover,4.47,1797721
The Roommate,Kiersten Modglin,3.77,12838
One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,3.98,123165
The Girl Who Was Taken,Charlie Donlea,4.17,161176
Invisible Monsters,Chuck Palahniuk,4.0,150043
Look Closer,David Ellis,4.16,132927
"Being a Witch, and Other Things I Didn't Ask For",Sara Pascoe,4.28,26634
"The Eyre Affair (Thursday Next, #1)",Jasper Fforde,3.88,136448
"The House in the Cerulean Sea (Cerulean Chronicles, #1)",T.J. Klune,4.37,896397
"As Good As Dead (A Good Girl's Guide to Murder, #3)",Holly  Jackson,4.19,538095
House of Leaves,Mark Z. Danielewski,4.09,193937
Because of Winn-Dixie,Kate DiCamillo,4.1,275611
"Lover Eternal (Black Dagger Brotherhood, #2)",J.R. Ward,4.32,201100
Project Hail Mary,Andy Weir,4.5,945448
"Not Forever, But For Now",Chuck Palahniuk,3.04,4831
Seabiscuit: An American Legend,Laura Hillenbrand,4.23,167570
"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,4.16,3973479
"Poison Study (Study, #1)",Maria V. Snyder,4.09,174708
Foucault’s Pendulum,Umberto Eco,3.91,74075
"Twenty Thousand Leagues Under the Sea (Captain Nemo, #2)",Jules Verne,3.89,272513
"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum,4.05,439816
"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,4.19,384832
The Memory Keeper's Daughter,Kim Edwards,3.7,610147
"House of Earth and Blood (Crescent City, #1)",Sarah J. Maas,4.45,1053729
"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare,4.11,985402
Mythology,Edith Hamilton,4.03,59266
Peace Like a River,Leif Enger,4.03,99875
The Night Before Christmas,Clement Clarke Moore,4.4,126722
The Ocean at the End of the Lane,Neil Gaiman,4.02,652535
The Iliad,Homer,3.93,499150
A People’s History of the United States: 1492 - Present,Howard Zinn,4.08,261516
"Where She Went (If I Stay, #2)",Gayle Forman,3.97,303978
"Oryx and Crake (MaddAddam, #1)",Margaret Atwood,4.0,283546
The Purpose Driven Life: What on Earth Am I Here for?,Rick Warren,3.98,289365
"The Talisman (The Talisman, #1)",Stephen        King,4.11,139313
The History of Love,Nicole Krauss,3.92,139758
Starship Troopers,Robert A. Heinlein,4.01,243146
The Shards,Bret Easton Ellis,4.0,40327
"Oedipus Rex  (The Theban Plays, #1)",Sophocles,3.72,233474
"Simon vs. the Homo Sapiens Agenda (Simonverse, #1)",Becky Albertalli,4.13,463852
Native Son,Richard Wright,4.04,103725
Grimm's Fairy Tales,Jacob Grimm,4.23,219804
"The Fiery Cross (Outlander, #5)",Diana Gabaldon,4.26,224246
The Yellow Wallpaper and Other Stories,Charlotte Perkins Gilman,4.07,343731
If We Were Villains,M.L. Rio,4.11,384154
"Gone (Gone, #1)",Michael  Grant,3.87,209078
"The Killer Angels (The Civil War Trilogy, #2)",Michael Shaara,4.33,90904
"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,4.56,559778
"One for the Money (Stephanie Plum, #1)",Janet Evanovich,4.05,575024
"Champion (Legend, #3)",Marie Lu,4.31,231061
"A Breath of Snow and Ashes (Outlander, #6)",Diana Gabaldon,4.44,189359
Archer's Voice,Mia Sheridan,4.17,649908
I Am Legend and Other Stories,Richard Matheson,4.0,135466
If on a Winter’s Night a Traveler,Italo Calvino,4.02,109277
"Night Watch (Discworld, #29; City Watch, #6)",Terry Pratchett,4.5,117247
"Left Behind (Left Behind, #1)",Tim LaHaye,3.86,244795
Watchers,Dean Koontz,4.19,170694
The Midnight Library,Matt Haig,3.98,2334001
From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,4.16,217704
"Corrupt (Devil's Night, #1)",Penelope Douglas,3.78,404189
"One of Us Is Lying (One of Us is Lying, #1)",Karen M. McManus,3.91,1028334
"Shadowfever (Fever, #5)",Karen Marie Moning,4.39,112307
"Darkfever (Fever, #1)",Karen Marie Moning,4.05,188916
"The Murder of Roger Ackroyd (Hercule Poirot, #4)",Agatha Christie,4.26,333053
The Magus,John Fowles,4.05,62845
The Wasp Factory,Iain Banks,3.75,105826
"Death on the Nile (Hercule Poirot, #18)",Agatha Christie,4.12,297782
"Scythe (Arc of a Scythe, #1)",Neal Shusterman,4.32,397100
